"","mem","trans","desc","date_diff","date_var","amt","cat","discret","sub","pred"
"1000616411507718.23","1000616411507718","100061644113706514","debitcardpurchasecarlsjrca","1.15",1.48,0,"Groceries",TRUE,FALSE,"Invalid"
"1000616411507718.24","1000616411507718","100061644182508921","debitpinpurchasetraderjoesnapaca","1.71",0,0,"Groceries",TRUE,FALSE,"Invalid"
"1000616411507718.25","1000616411507718","100061643974891751","debitpinpurchasemichaelsstoresincvallejoca","3",9,0,"Hobbies",TRUE,FALSE,"Invalid"
"1000616411507718.26","1000616411507718","100061643979988972","debitpinpurchaseranchmarketnapaca","1.83",6.08,0,"Hobbies",TRUE,FALSE,"Invalid"
"1000616411507718.27","1000616411507718","100061644149432914","debitcardpurchaseranchmarketnapaca","0",0,0,"Hobbies",TRUE,FALSE,"Invalid"
"1000616411507718.28","1000616411507718","100061643968619724","debitpinpurchasethehomedepotvallejoca","2.33",13.52,0,"Home Improvement",TRUE,FALSE,"Invalid"
"1000616411507718.29","1000616411507718","100061643979988975","debitpinpurchasehancockfabricsvallejoca","4.93",1.71,0,"Home Improvement",TRUE,FALSE,"Invalid"
"1000616411507718.30","1000616411507718","100061643964012833","debitpinpurchaseorchardsupplynapaca","2.86",3.93,0,"Home Improvement",TRUE,FALSE,"Invalid"
"1000616411507718.31","1000616411507718","100061644001451153","achelectronicdebitallstateinscoinsprem","1.23",1.8,0,"Insurance",FALSE,FALSE,"Invalid"
"1000616411507718.32","1000616411507718","100061644014476636","interestfordays","0",0,0,"0",FALSE,FALSE,"Invalid"
"1000616411507718.33","1000616411507718","100061643968619719","achelectronicdebitpaypalcreditconsdrs","1.95",1.65,0,"Other Expenses",TRUE,FALSE,"Invalid"
"1000616411507718.34","1000616411507718","100061643996627384","debitcardpurchasecosmoprofnapaca","1.52",1.17,0,"Personal Care",TRUE,FALSE,"Invalid"
"1000616411507718.35","1000616411507718","100061643983124019","debitpinpurchasenapavalleypetnapaca","8.72",0,0,"Pets/Pet Care",TRUE,FALSE,"Invalid"
"1000616411507718.36","1000616411507718","100061643989590794","debitcardpurchaseburgerkingqnapaca","1.45",0.82,0,"Restaurants/Dining",TRUE,FALSE,"Invalid"
"1000616411507718.37","1000616411507718","100061643979988968","debitcardpurchasemcdonaldsfnapaca","6.29",0,0,"Restaurants/Dining",TRUE,FALSE,"Invalid"
"1000616411507718.38","1000616411507718","100061643979988966","debitcardpurchasestarbucksnapanapaca","0.29",0,0,"Restaurants/Dining",TRUE,FALSE,"Invalid"
"1000616411507718.39","1000616411507718","100061644005050982","debitcardpurchasemcdonaldsfvallejoca","4.07",0.09,0,"Restaurants/Dining",TRUE,FALSE,"Invalid"
"1000616411507718.40","1000616411507718","100061644067569830","debitcardpurchasekfcnapaca","0.89",0.39,0,"Restaurants/Dining",TRUE,FALSE,"Invalid"
"1000616411507718.41","1000616411507718","100061643986012807","debitcardpurchasetacobellvallejoca","2.79",9.81,0,"Restaurants/Dining",TRUE,FALSE,"Invalid"
"1000616411507718.42","1000616411507718","100061643974891034","debitpinpurchaseroadrunnerpetrvallejoca","2.5",4.63,0,"Restaurants/Dining",TRUE,FALSE,"Invalid"
"1000616411507718.43","1000616411507718","100061643996627382","debitpinpurchasemikesautoservicenapaca","1.14",0,0,"Restaurants/Dining",TRUE,FALSE,"Invalid"
"1000616411507718.44","1000616411507718","100061644012067809","debitcardpurchasejackintheboqpsvallejoca","1.18",1.19,0,"Restaurants/Dining",TRUE,FALSE,"Invalid"
"1000616411507718.45","1000616411507718","100061644056258636","debitpinpurchaseelevennapaca","1.57",0,0,"Restaurants/Dining",TRUE,FALSE,"Invalid"
"1000616411507718.46","1000616411507718","100061643996627379","achelectronicdebitirsusatapymt","4.5",0.26,0,"Taxes",FALSE,FALSE,"Invalid"
"1000616411507718.47","1000616411507718","100061644017540893","achelectronicdebitfranchisetabopayments","4.29",0.04,0,"Taxes",FALSE,FALSE,"Valid"
"1000616411507718.48","1000616411507718","100061643986012804","achelectronicdebitcapitalonephonepymt","1.94",0.35,0,"Telephone Services",FALSE,FALSE,"Invalid"
"1000616411507718.49","1000616411507718","100061643954768360","transferfromsavingsonlinereference","1",2,0,"Transfers",FALSE,FALSE,"Invalid"
"1000616411507718.50","1000616411507718","100061643952567277","transfertocheckingonlinereference","1",2,0,"Transfers",FALSE,FALSE,"Invalid"
"1000616411507718.51","1000616411507718","100061643962342806","transferfromcheckingonlinereference","9.86",0,0,"Transfers",FALSE,FALSE,"Invalid"
"1000616411507718.52","1000616411507718","100061643964012824","transfertosavingsonlinereference","9.86",0,0,"Transfers",FALSE,FALSE,"Invalid"
"1000616411507718.53","1000616411507718","100061643968619710","achelectronicdebitdiscoverphonepay","4.43",0.37,0,"Transfers",FALSE,FALSE,"Invalid"
"1000616411507718.54","1000616411507718","100061643979988961","achelectronicdebitpaymentforamzstorecard","2",2.89,0,"Transfers",FALSE,FALSE,"Invalid"
"1000616411507718.55","1000616411507718","100061643989590790","achelectronicdebitredwoodcurcufer","0",0,0,"Transfers",FALSE,FALSE,"Invalid"
"1000616411507718.56","1000616411507718","100061644001451149","achelectronicdebitsynchronybankccpymt","1.18",1.88,0,"Transfers",FALSE,FALSE,"Invalid"
"1000616411507718.57","1000616411507718","100061644032252394","achelectronicdebittionetworksusaepay","4.22",0.51,0,"Transfers",FALSE,FALSE,"Invalid"
