mem,trans,desc,date_diff,date_var,amt,cat,discret,sub,label
"1000564014123899","100056406350702176","transamericainspayment","4.33",0.05,0,"Insurance",FALSE,FALSE,"Valid"
"1000564014123899","100056406170624608","gasngrubidahofallsid","8.14",0,35.85,"Gasoline/Fuel",TRUE,FALSE,"Invalid"
"1000564014123899","100056406321879136","intermtngasonlinepmtpos","4",1,20.87,"Telephone Services",FALSE,FALSE,"Invalid"
"1000564014123899","100056406310475792","usaacompaymntcreditcrd","5.86",1.47,1491.3,"Credit Card Payments",FALSE,FALSE,"Invalid"
"1000564014123899","100056406004803072","goodgoidahofallsid","3",0,2.64,"Insurance",FALSE,FALSE,"Invalid"
"1000564014123899","100056406343118992","usaacompaymntpc","4.05",1.35,33.01,"Insurance",FALSE,FALSE,"Invalid"
"1000564014123899","100056406271199984","shopkoidahofallsid","4.64",43.11,7.8,"Groceries",TRUE,FALSE,"Invalid"
"1000564014123899","100056406247991232","usaafundstransfercr","1.2",0.35,280.07,"Transfers",FALSE,FALSE,"Invalid"
"1000564014123899","100056406321728336","cdworldidahofallsid","9.43",0,0.45,"Uncategorized",FALSE,FALSE,"Invalid"
"1000564014123899","100056405986156288","grandtetoncouidahofallsid","0.29",0,1.07,"Travel",TRUE,FALSE,"Invalid"
"1000564014123899","100056406170624304","staplesincammonid","5.43",0,8.76,"Office Supplies",TRUE,FALSE,"Invalid"
"1000564014123899","100056406256430224","papamurphysiidahofallsid","7",0,1.26,"Restaurants/Dining",TRUE,FALSE,"Invalid"
"1000564014123899","100056406010285936","passportseattlepayment","0",0,3.33,"Other Expenses",TRUE,FALSE,"Invalid"
"1000564014123899","100056406316868144","porterscraftaidahofallsid","3.93",1.23,8.67,"Home Improvement",TRUE,FALSE,"Invalid"
"1000564014123899","100056406151955680","byuiauiliarieid","3",0,0,"Uncategorized",FALSE,FALSE,"Invalid"
"1000564014123899","100056406336091152","rusiosidahofallsid","8",0,0.01,"Uncategorized",FALSE,FALSE,"Invalid"
"1000564014123899","100056406099228992","hancockfabricsidahofallsid","1.29",0,3.05,"Home Improvement",TRUE,FALSE,"Invalid"
"1000564014123899","100056406316868160","ctlweb","6.86",0,0,"Uncategorized",FALSE,FALSE,"Invalid"
"1000564014123899","100056406075131024","mcdonaldsfidahofallsid","7.57",0,0.62,"Restaurants/Dining",TRUE,FALSE,"Invalid"
"1000564014123899","100056406108499328","sorveteriazerograulencoispauli","0.43",0,0.13,"Uncategorized",FALSE,FALSE,"Invalid"
"1000564014123899","100056406222481072","hastingsiidahofallsid","1.5",4.5,9.89,"Education",FALSE,FALSE,"Invalid"
"1000564014123899","100056406316868160","joannstoresiidahofallsid","2.5",0.26,3.06,"Home Improvement",TRUE,FALSE,"Invalid"
"1000564014123899","100056406194389824","sqpaulinahalidahofallsid","0.71",0,24.6,"Uncategorized",FALSE,FALSE,"Invalid"
"1000564014123899","100056406295950800","momdadsfunrobertsid","3",0,0.85,"Uncategorized",FALSE,FALSE,"Invalid"
"1000564014123899","100056406277834784","oreillyautopartsidahofallsid","1.21",2.95,37.67,"Automotive Expenses",FALSE,FALSE,"Invalid"
"1000564014123899","100056406310475792","chasecardservonlinepmtpos","2.71",0,123.76,"Credit Card Payments",FALSE,FALSE,"Invalid"
"1000564014123899","100056406203559696","abcgoldsgymid","4.43",0,0,"Personal Care",TRUE,FALSE,"Invalid"
"1000564014123899","100056406350702176","redbodvdreseil","3.71",0,0.53,"Entertainment",TRUE,FALSE,"Invalid"
"1000564014123899","100056406232752416","idahofallsartid","2.29",0,21.28,"Hobbies",TRUE,FALSE,"Invalid"
"1000564014123899","100056406222481072","bestbuyidahofallsid","0",0,338.27,"Electronics",TRUE,FALSE,"Invalid"
"1000564014123899","100056406336091168","walmartammonid","3",0,27.74,"General Merchandise",TRUE,FALSE,"Invalid"
"1000564014123899","100056406316868160","visiondirectdrugstorecomwa","1.14",0,12.66,"Healthcare/Medical",TRUE,FALSE,"Invalid"
"1000564014123899","100056406296434016","saversboiseid","0.43",0,5.78,"General Merchandise",TRUE,FALSE,"Invalid"
"1000564014123899","100056406350702176","amazoncomamzncombillwa","0.71",0,0.05,"General Merchandise",TRUE,FALSE,"Invalid"
"1000564014123899","100056406334950320","barnesnobleidahofallsid","0",0,5.16,"Hobbies",TRUE,FALSE,"Invalid"
"1000564014242573","100056405843492960","cornerstoresantacruzca","1.21",2.95,23.09,"Groceries",TRUE,FALSE,"Invalid"
"1000564014242573","100056406341269120","costcowhsesantacruzca","0.98",0.69,106.58,"General Merchandise",TRUE,FALSE,"Invalid"
"1000564014242573","100056406328493552","safewaystoresantacruzca","0.51",0.2,22.89,"Groceries",TRUE,FALSE,"Invalid"
"1000564014242573","100056406238817664","tacobellsantacruzca","1.48",1.42,0.88,"Restaurants/Dining",TRUE,FALSE,"Invalid"
"1000564014242573","100056406328493536","traderjoessantacruzca","2.64",33.39,20.49,"Groceries",TRUE,FALSE,"Invalid"
"1000564014242573","100056406253338832","petsmartincsantacruzca","3.18",3.37,34.76,"Pets/Pet Care",TRUE,FALSE,"Invalid"
"1000564014242573","100056406012173328","mcdonaldsfsantacruzca","2.86",2,1.37,"Restaurants/Dining",TRUE,FALSE,"Invalid"
"1000564014242573","100056406289473648","netflicomnetflicomca","4.33",0.03,0,"Entertainment",TRUE,TRUE,"Valid"
"1000564014242573","100056406069391456","costpluswldsantacruzca","6.71",0,0.6,"Home Improvement",TRUE,FALSE,"Invalid"
"1000564014242573","100056406348460752","googlegooglegooglecomchca","0.7",0.59,0.2,"Online Services",TRUE,FALSE,"Invalid"
"1000564014242573","100056406194204176","hluhuluhulucombillca","4.36",0.01,0,"Entertainment",TRUE,FALSE,"Invalid"
"1000564014242573","100056406303474336","costcogassantacruzca","1.59",0.55,3.67,"Gasoline/Fuel",TRUE,FALSE,"Invalid"
"1000564014242573","100056406264292912","pandaepresssantacruzca","4.93",2.3,0.33,"Restaurants/Dining",TRUE,FALSE,"Invalid"
"1000564014242573","100056406095377488","targettcapitolaca","2.21",7.44,132.97,"General Merchandise",TRUE,FALSE,"Invalid"
"1000564014242573","100056406348461120","cvssantacruzca","5.5",24.5,3.99,"Healthcare/Medical",TRUE,FALSE,"Invalid"
"1000564014242573","100056406108276864","gilroygardensgilroyca","4.93",48.58,1.16,"Entertainment",TRUE,FALSE,"Invalid"
"1000564014242573","100056406289474112","seabrightbrewesantacruzca","4.9",9.03,0.32,"Uncategorized",FALSE,FALSE,"Invalid"
"1000564014242573","100056406341269120","check","0.63",0.5,5180.53,"Checks",FALSE,FALSE,"Invalid"
"1000564014242573","100056406244959424","aesstdntloanpa","4.33",0.01,0,"Loans",FALSE,FALSE,"Valid"
"1000564014242573","100056405884080864","ameripaksantacruzca","3",0,40.75,"Uncategorized",FALSE,FALSE,"Invalid"
"1000564014242573","100056406227516320","","4.05",3.31,234.27,"Deposits",FALSE,FALSE,"Invalid"
"1000564014242573","100056405854779680","emilysgoodthsantacruzca","1.86",0,4.67,"Uncategorized",FALSE,FALSE,"Invalid"
"1000564014242573","100056405952415344","hulasislandgsantacruzca","4.29",0,0.19,"Uncategorized",FALSE,FALSE,"Invalid"
"1000564014242573","100056406323949760","laspalmastacosantacruzca","7.14",39.22,0.51,"Restaurants/Dining",TRUE,FALSE,"Invalid"
"1000564014242573","100056406253338832","pbdiielinesantacruzca","3",16.67,3.57,"Uncategorized",FALSE,FALSE,"Invalid"
"1000564014242573","100056406289473632","interestpaidgt","2.17",0.11,0.75,"Interest",FALSE,FALSE,"Invalid"
"1000564014242573","100056406289473888","newleafdowntosantacruzca","6.5",60.5,24.06,"Uncategorized",FALSE,FALSE,"Invalid"
"1000564014242573","100056405833776752","officemariverstsantacruzca","0.07",0.01,5.12,"Office Maintenance",FALSE,FALSE,"Invalid"
"1000564014242573","100056406303474352","usaapcautopay","4.33",0.09,9.08,"Insurance",FALSE,FALSE,"Invalid"
"1000564014242573","100056405854779296","sanlorenzosantacruzca","0.79",0.09,10.01,"Uncategorized",FALSE,FALSE,"Invalid"
"1000564014242573","100056405884080864","restaurantelossantacruzca","1",0,10.27,"Restaurants/Dining",TRUE,FALSE,"Invalid"
"1000564014242573","100056406328493936","greatlakesstudentln","4.33",0.09,0,"Loans",FALSE,FALSE,"Valid"
"1000564014242573","100056406341269120","usaacompaymntlife","2.1",0.43,0.04,"Insurance",FALSE,FALSE,"Invalid"
"1000564014242573","100056405952415328","becksshoescapitolaca","1.57",0,6.75,"Clothing/Shoes",TRUE,FALSE,"Invalid"
"1000564014242573","100056406194204192","atmsurchargerebatesr","4.14",0.16,1.25,"ATM/Cash Withdrawals",TRUE,FALSE,"Invalid"
"1000564014242573","100056405884080224","wetzelspretzecapitolaca","0",0,0,"Uncategorized",FALSE,FALSE,"Invalid"
"1000564014242573","100056406217098848","wirein","1.48",4.17,2837.45,"Other Income",FALSE,FALSE,"Valid"
"1000564014242573","100056406217099552","bcofcaunderonlinepmtpos","4.36",0.01,0,"Credit Card Payments",FALSE,FALSE,"Valid"
"1000564014242573","100056406328493904","bookshopsantasantacruzca","4.93",1.23,7.31,"Hobbies",TRUE,FALSE,"Invalid"
"1000564014242573","100056406108277216","walnutavenuecsantacruzca","8.57",0,1.2,"Uncategorized",FALSE,FALSE,"Invalid"
"1000564014242573","100056406159848368","pgandewebonline","4.14",0,30.52,"Utilities",FALSE,FALSE,"Invalid"
"1000564014242573","100056406328493936","hernandezmarkesantacruzca","2.67",3.37,3.04,"Uncategorized",FALSE,FALSE,"Invalid"
"1000564014242573","100056406194204176","adventuresportsantacruzca","2",8,0,"Entertainment",TRUE,FALSE,"Invalid"
"1000564014242573","100056406194204176","comcastcaliforcomcastca","4",0,39.15,"Cable/Satellite Services",FALSE,FALSE,"Invalid"
"1000564014242573","100056406043338880","woodwormpartycapitolaca","0",0,63.55,"Entertainment",TRUE,FALSE,"Invalid"
"1000564014242573","100056406253338816","regalsantacrusantacruzca","5.43",0,34.98,"Entertainment",TRUE,FALSE,"Invalid"
"1000564014242573","100056406108277216","cardtronicsccssantacruzca","1",0,0,"ATM/Cash Withdrawals",TRUE,FALSE,"Invalid"
"1000564014242573","100056406217099216","boardwalkbowlsantacruzca","1",2,1.4,"Entertainment",TRUE,FALSE,"Invalid"
"1000564014242573","100056406328493536","targetcommn","1.67",6.37,113.05,"General Merchandise",TRUE,FALSE,"Invalid"
"1000564014242573","100056406181199984","cityofnewarknewarkca","0",0,21.22,"Uncategorized",FALSE,FALSE,"Invalid"
"1000564014242573","100056406181199968","coldstonefremontca","0",0,12.55,"Restaurants/Dining",TRUE,FALSE,"Invalid"
"1000564014242573","100056406348461120","fandangocomfandangocomca","1.14",2.61,13.18,"Entertainment",TRUE,FALSE,"Invalid"
"1000564014242573","100056406323949760","amazondigitalamzncombillwa","1.29",0,0.34,"Entertainment",TRUE,FALSE,"Invalid"
"1000564014242573","100056406303474336","pacificedgeclsantacruzca","0",0,0,"Uncategorized",FALSE,FALSE,"Invalid"
"1000564014242573","100056406328493536","amazonmktplaceamzncombillwa","0.21",0.09,2.89,"General Merchandise",TRUE,FALSE,"Invalid"
"1000564014583825","100056406302602800","redbodvdrenoakbrookteril","5",4,0.53,"Entertainment",TRUE,FALSE,"Invalid"
"1000564014583825","100056406313319520","shellservicesnorthportal","1.35",1.74,18.06,"Gasoline/Fuel",TRUE,FALSE,"Invalid"
"1000564014583825","100056405784160848","gamestopmcfarlanorthportal","0",0,44.88,"Entertainment",TRUE,FALSE,"Invalid"
"1000564014583825","100056406311123824","shelloilnorthportal","4.76",9.39,12.44,"Gasoline/Fuel",TRUE,FALSE,"Invalid"
"1000564014583825","100056406070528896","tacobellnorthportal","3.93",0.83,0.83,"Restaurants/Dining",TRUE,FALSE,"Invalid"
"1000564014583825","100056406282134112","moesswgrilltuscaloosaal","12.57",0,2.85,"Restaurants/Dining",TRUE,FALSE,"Invalid"
"1000564014583825","100056406336540944","targetttuscaloosaal","4.67",5.52,60.05,"General Merchandise",TRUE,FALSE,"Invalid"
"1000564014583825","100056406047856144","pandaepresstuscaloosaal","6.14",0,0,"Restaurants/Dining",TRUE,FALSE,"Invalid"
"1000564014583825","100056406293268816","mcdonaldsfnorthportal","1.38",2.55,1.28,"Restaurants/Dining",TRUE,FALSE,"Invalid"
"1000564014583825","100056406274405072","amazoncomamzncombillwa","5.43",25.51,39.37,"General Merchandise",TRUE,FALSE,"Invalid"
"1000564014583825","100056406197309632","hardeesnorthportal","2.17",1.43,0.94,"Restaurants/Dining",TRUE,FALSE,"Invalid"
"1000564014583825","100056406000793216","verizonwrlstuscaloosaal","1.5",4.5,90.16,"Telephone Services",FALSE,FALSE,"Invalid"
"1000564014583825","100056406293268816","publisupermanorthportal","1.6",1.5,50.13,"Groceries",TRUE,FALSE,"Invalid"
"1000564014583825","100056406120652192","chartercommal","4.43",0.16,0.01,"Cable/Satellite Services",FALSE,FALSE,"Valid"
"1000564014583825","100056406256580976","check","3.39",3.57,153.5,"Checks",FALSE,FALSE,"Invalid"
"1000564014583825","100056406256580976","greatlakesstudentln","4.33",0.09,45.37,"Loans",FALSE,FALSE,"Invalid"
"1000564014583825","100056406070529360","qtsuwaneega","8",0,22.75,"Gasoline/Fuel",TRUE,FALSE,"Invalid"
"1000564014583825","100056406030846896","quiktripsuwaneega","7",0,17.38,"Gasoline/Fuel",TRUE,FALSE,"Invalid"
"1000564014583825","100056406311123824","payroll","2",0,30.81,"Paychecks/Salary",FALSE,FALSE,"Valid"
"1000564014583825","100056406161847552","whichwichtuscaloosaal","3.33",8.27,1.27,"Restaurants/Dining",TRUE,FALSE,"Invalid"
"1000564014583825","100056406220474176","usaapcautopay","2.2",0.04,0.01,"Insurance",FALSE,FALSE,"Valid"
"1000564014583825","100056406256580960","salonllctuscaloosaal","5.86",0.04,0,"Personal Care",TRUE,FALSE,"Invalid"
"1000564014583825","100056406148799984","alabamapowerapcefttus","4.36",0.01,2.3,"Utilities",FALSE,FALSE,"Invalid"
"1000564014583825","100056406313319520","interestpaidgt","4.33",0.03,0,"Interest",FALSE,FALSE,"Valid"
"1000564014583825","100056406166716976","usaacompaymntcreditcrd","4",6.9,806.72,"Credit Card Payments",FALSE,FALSE,"Invalid"
"1000564014583825","100056406070529360","arbysnorthportal","2.71",1.02,0,"Restaurants/Dining",TRUE,FALSE,"Invalid"
"1000564014583825","100056406156241456","cityofnorthpoal","3.57",0.37,0.66,"Uncategorized",FALSE,FALSE,"Invalid"
"1000564014583825","100056406282134096","discountfoodmnorthportal","1",1.48,13.86,"Groceries",TRUE,FALSE,"Invalid"
"1000564014583825","100056406263733920","mapcoepushwynorthportal","1.91",2.51,0.14,"Groceries",TRUE,FALSE,"Invalid"
"1000564014583825","100056406000793216","redlobsterustuscaloosaal","0",0,34.59,"Restaurants/Dining",TRUE,FALSE,"Invalid"
"1000564014583825","100056406311123824","hollywoodtuscaloosaal","1.93",6.32,0.65,"Uncategorized",FALSE,FALSE,"Invalid"
"1000564014583825","100056406320383760","wendysnorthportal","2.29",3.31,0.94,"Restaurants/Dining",TRUE,FALSE,"Invalid"
"1000564014583825","100056406256580960","mrchensauthetuscaloosaal","2",0,0.2,"Restaurants/Dining",TRUE,FALSE,"Invalid"
"1000564014583825","100056406220474160","nationallanesaugustaga","0",0,3.52,"Uncategorized",FALSE,FALSE,"Invalid"
"1000616410283476","100061644279239248","achelectronicdebitezpassvatollpaymnt","1.65",0.18,0,"Travel",TRUE,FALSE,"Invalid"
"1000616410283476","100061643988556384","debitcardpurchasegiantfoodincspringfieldva","0.57",0,8.88,"Groceries",TRUE,FALSE,"Invalid"
"1000616410283476","100061644255610592","debitpinpurchasegiantspringfieldva","0.89",0.39,22.64,"Groceries",TRUE,FALSE,"Invalid"
"1000616410283476","100061644234009968","achelectronicdebitsalliemaebanktransfer","4.29",0.14,0,"Loans",FALSE,FALSE,"Valid"
"1000616410283476","100061644312865568","check","0.58",0.3,342.57,"Checks",FALSE,FALSE,"Invalid"
"1000616410283476","100061644312865568","cashwithdrawalcitibankatmconnavnwwashngtndc","3.17",3.54,975.27,"ATM/Cash Withdrawals",TRUE,FALSE,"Invalid"
"1000616410283476","100061644308323632","deposit","0.47",0.32,6931.06,"Deposits",FALSE,FALSE,"Invalid"
"1000616410283476","100061644308323632","interestfordaysaveragedailybalance","1.16",0.65,0.09,"Interest",FALSE,FALSE,"Invalid"
"1000616410283476","100061644284992944","debitcardpurchasepurebarrefairfafairfava","2.36",1.81,0,"Personal Care",TRUE,FALSE,"Invalid"
"1000616410283476","100061644255610592","achelectronicdebitnfcuachpayment","1.18",1.2,943.42,"Transfers",FALSE,FALSE,"Invalid"
"1000616410283476","100061644261067200","achelectronicdebitglaicinspayment","4.33",0.05,0,"Insurance",FALSE,FALSE,"Valid"
"1000616410283476","100061644098050768","cashwithdrawal","2.64",5.4,4511.71,"ATM/Cash Withdrawals",TRUE,FALSE,"Invalid"
"1000616410283476","100061644266267120","achelectroniccreditcitibanknadirdep","4.33",0.01,387.73,"Deposits",FALSE,FALSE,"Invalid"
"1000616410283476","100061644270301616","transfertobankcardonlinereference","4.29",0.27,3725.07,"Credit Card Payments",FALSE,FALSE,"Invalid"
"1000616410283476","100061644296559264","transferfromcheckingonlinereference","2",2.9,14130.52,"Transfers",FALSE,FALSE,"Invalid"
"1000616410283476","100061644296559264","transfertosavingsplusaccountonlinereference","2",2.9,14130.52,"Transfers",FALSE,FALSE,"Invalid"
"1000616410283476","100061644293209328","paymentvirginiapowerda","4.48",0.35,34.45,"Credit Card Payments",FALSE,FALSE,"Invalid"
"1000616410283476","100061644273689456","paymentfifththirdbankda","4.19",0.01,0,"Credit Card Payments",FALSE,FALSE,"Valid"
"1000616410283476","100061644312865568","debitcardpurchasegiantspringfieldva","1.18",2.37,32.33,"Groceries",TRUE,FALSE,"Invalid"
"1000616410283476","100061644273689456","debitcardpurchasesfiphotosbyshutterflyca","12.29",0,2.05,"Hobbies",TRUE,FALSE,"Invalid"
"1000616410283476","100061644293209328","achelectronicdebitamericangeneralpremium","4.33",0.05,0,"Insurance",FALSE,FALSE,"Valid"
"1000616410283476","100061644301553824","transfertocheckingonlinereference","12.86",0,44.19,"Transfers",FALSE,FALSE,"Invalid"
"1000616410283476","100061644301553808","transferfromsavingsplusaccountonlinereference","12.86",0,44.19,"Transfers",FALSE,FALSE,"Invalid"
"1000616410283476","100061644308323616","paymentamericanepressda","4.29",0.18,18.03,"Credit Card Payments",FALSE,FALSE,"Invalid"
"1000616410283476","100061644308323616","paymentwashingtongasda","4.29",0.39,69.89,"Utilities",FALSE,FALSE,"Invalid"
"1000616410283476","100061644301553824","transfertocheckingcitibankatmconnavnwwashngtndc","0.9",0.92,2859.6,"ATM/Cash Withdrawals",TRUE,FALSE,"Invalid"
"1000616410283476","100061644301553808","transferfromsavingsplusaccountcitibankatmconnavnwwashngtndc","0.9",0.92,2859.6,"ATM/Cash Withdrawals",TRUE,FALSE,"Invalid"
"1000616410283476","100061644255610592","brokeragedebittransfertobrokerage","7.86",0,716.57,"Transfers",FALSE,FALSE,"Invalid"
"1000616410283476","100061644200412976","achelectronicdebitamericanfundsinvestment","5",0,666.67,"Securities Trades",FALSE,FALSE,"Invalid"
"1000616410283476","100061644308323616","debitcardpurchasetargetfairfava","2.04",0.44,17.8,"General Merchandise",TRUE,FALSE,"Invalid"
"1000616410283476","100061644312865568","achelectroniccreditpaypaltransfer","1.57",2.01,211.25,"Transfers",FALSE,FALSE,"Invalid"
"1000616410283476","100061644308323600","transfertosavingsplusaccountcitibankatmconnavnwwashngtndc","0.71",0,45.82,"ATM/Cash Withdrawals",TRUE,FALSE,"Invalid"
"1000616410283476","100061644308323632","transferfromcheckingcitibankatmconnavnwwashngtndc","0.71",0,45.82,"ATM/Cash Withdrawals",TRUE,FALSE,"Invalid"
"1000616412894541","100061644306675968","debitcardpurchasesuffolkaveamocoqpsbrentwoodny","2.64",13.92,0.9,"Gasoline/Fuel",TRUE,FALSE,"Invalid"
"1000616412894541","100061644238988576","achelectronicdebitgeicopremcoll","4.33",0.05,0.04,"Insurance",FALSE,FALSE,"Valid"
"1000616412894541","100061644266743712","paymentdirectvda","4.38",0.9,0,"Cable/Satellite Services",FALSE,FALSE,"Invalid"
"1000616412894541","100061644288040672","debitcardpurchasewalmartcommackny","4.43",0.37,16.66,"General Merchandise",TRUE,FALSE,"Invalid"
"1000616412894541","100061644238988576","check","3.25",2.54,178.27,"Checks",FALSE,FALSE,"Invalid"
"1000616412894541","100061644299738432","cashwithdrawaloncitibankatmsuffolkavbrentwoodny","2.64",5.51,51.72,"ATM/Cash Withdrawals",TRUE,FALSE,"Invalid"
"1000616412894541","100061644282585232","deposit","7.43",4.08,4184.36,"Deposits",FALSE,FALSE,"Invalid"
"1000616412894541","100061644311794240","achelectroniccreditjdbrushcompdirectdep","1.14",0.13,6.81,"Other Income",FALSE,FALSE,"Valid"
"1000616412894541","100061644238988576","achelectronicdebitnatlmotorclubduespayt","4.29",0.14,0,"Transfers",FALSE,FALSE,"Valid"
"1000616412894541","100061643969637520","otherwithdrawal","0.57",0,55.56,"ATM/Cash Withdrawals",TRUE,FALSE,"Invalid"
"1000616412894541","100061644306675952","debitcardpurchasecomparefoodsbayshoreny","1.96",1.53,15.24,"Groceries",TRUE,FALSE,"Invalid"
"1000616412894541","100061644202340256","cashwithdrawalcitibankatmsuffolkavbrentwoodny","3.43",7.73,95.56,"ATM/Cash Withdrawals",TRUE,FALSE,"Invalid"
"1000616412894541","100061644292485472","debitcardpurchaseelpaisitobakerybrentwoodny","1.92",1.51,1.93,"Groceries",TRUE,FALSE,"Invalid"
"1000616412894541","100061644282585232","achelectronicdebitnatbenlifecoinsprem","4.33",0.13,0,"Transfers",FALSE,FALSE,"Valid"
"1000616412894541","100061644295223728","interestfordaysaveragedailybalance","4.33",0.13,0,"Interest",FALSE,FALSE,"Valid"
"1000616412894541","100061644238988576","debitcardpurchasesaborlatinobakerybayshoreny","2.86",0,2.71,"Other Expenses",TRUE,FALSE,"Invalid"
"1000616412894541","100061644288040672","debitcardpurchasesalumedpharmacybrentbrentwoodny","0.86",0,0.57,"Healthcare/Medical",TRUE,FALSE,"Invalid"
